Model	Displ	Cyl	Trans	Drive	Fuel	Sales Area	Stnd	Stnd Description	Underhood ID	Veh Class	Air Pollution Score	City MPG	Hwy MPG	Cmb MPG	Greenhouse Gas Score	SmartWay
BMW 328i Sport Wagon	3	6	Auto-S6	4WD	Gasoline	FA	B5	Bin 5	9BMXB03.0N5R	station wagon	6	17	25	20	5	no
BMW 328i Sport Wagon	3	6	Man-6	2WD	Gasoline	FA	B5	Bin 5	9BMXB03.0N5R	station wagon	6	17	27	20	5	no
BMW 328i Sport Wagon	3	6	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9BMXB03.0N5R	station wagon	6	18	27	21	5	no
BMW 335c	3	6	Man-6	4WD	Gasoline	CA	U2	LEV-II ULEV	9BMXV03.0ULR	small car	7	16	25	19	4	no
BMW 335c	3	6	Auto-S6	4WD	Gasoline	CA	U2	LEV-II ULEV	9BMXV03.0ULR	small car	7	17	25	20	5	no
BMW 335c	3	6	Man-6	4WD	Gasoline	FA	B5	Bin 5	9BMXV03.0ULR	small car	6	16	25	19	4	no
BMW 335c	3	6	Auto-S6	4WD	Gasoline	FA	B5	Bin 5	9BMXV03.0ULR	small car	6	17	25	20	5	no
BMW 335ci	3	6	Man-6	2WD	Gasoline	CA	U2	LEV-II ULEV	9BMXV03.0ULR	small car	7	17	26	20	5	no
BMW 335ci	3	6	Auto-S6	2WD	Gasoline	CA	U2	LEV-II ULEV	9BMXV03.0ULR	small car	7	17	26	20	5	no
BMW 335ci	3	6	Man-6	2WD	Gasoline	FA	B5	Bin 5	9BMXV03.0ULR	small car	6	17	26	20	5	no
BMW 335ci	3	6	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9BMXV03.0ULR	small car	6	17	26	20	5	no
BMW 335ci Convertible	3	6	Man-6	2WD	Gasoline	CA	U2	LEV-II ULEV	9BMXV03.0ULR	small car	7	17	26	20	5	no
BMW 335ci Convertible	3	6	Auto-S6	2WD	Gasoline	CA	U2	LEV-II ULEV	9BMXV03.0ULR	small car	7	17	26	20	5	no
BMW 335ci Convertible	3	6	Man-6	2WD	Gasoline	FA	B5	Bin 5	9BMXV03.0ULR	small car	6	17	26	20	5	no
BMW 335ci Convertible	3	6	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9BMXV03.0ULR	small car	6	17	26	20	5	no
BMW 335i	3	6	Man-6	4WD	Gasoline	CA	U2	LEV-II ULEV	9BMXV03.0ULR	small car	7	16	25	19	4	no
BMW 335i	3	6	Auto-S6	4WD	Gasoline	CA	U2	LEV-II ULEV	9BMXV03.0ULR	small car	7	17	25	20	5	no
BMW 335i	3	6	Man-6	2WD	Gasoline	CA	U2	LEV-II ULEV	9BMXV03.0ULR	small car	7	17	26	20	5	no
BMW 335i	3	6	Auto-S6	2WD	Gasoline	CA	U2	LEV-II ULEV	9BMXV03.0ULR	small car	7	17	26	20	5	no
BMW 335i	3	6	Man-6	4WD	Gasoline	FA	B5	Bin 5	9BMXV03.0ULR	small car	6	16	25	19	4	no
BMW 335i	3	6	Auto-S6	4WD	Gasoline	FA	B5	Bin 5	9BMXV03.0ULR	small car	6	17	25	20	5	no
BMW 335i	3	6	Man-6	2WD	Gasoline	FA	B5	Bin 5	9BMXV03.0ULR	small car	6	17	26	20	5	no
BMW 335i	3	6	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9BMXV03.0ULR	small car	6	17	26	20	5	no
BMW 528i	3	6	Man-6	4WD	Gasoline	CA	U2	LEV-II ULEV	9BMXB03.0N5R	midsize car	7	17	25	20	5	no
BMW 528i	3	6	Auto-S6	4WD	Gasoline	CA	U2	LEV-II ULEV	9BMXB03.0N5R	midsize car	7	17	25	20	5	no
BMW 528i	3	6	Auto-S6	2WD	Gasoline	CA	U2	LEV-II ULEV	9BMXB03.0N5R	midsize car	7	18	27	21	5	no
BMW 528i	3	6	Man-6	2WD	Gasoline	CA	U2	LEV-II ULEV	9BMXB03.0N5R	midsize car	7	18	28	21	5	no
BMW 528i	3	6	Man-6	4WD	Gasoline	FA	B5	Bin 5	9BMXB03.0N5R	midsize car	6	17	25	20	5	no
BMW 528i	3	6	Auto-S6	4WD	Gasoline	FA	B5	Bin 5	9BMXB03.0N5R	midsize car	6	17	25	20	5	no
BMW 528i	3	6	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9BMXB03.0N5R	midsize car	6	18	27	21	5	no
BMW 528i	3	6	Man-6	2WD	Gasoline	FA	B5	Bin 5	9BMXB03.0N5R	midsize car	6	18	28	21	5	no
BMW 535i	3	6	Man-6	4WD	Gasoline	FA	B5	Bin 5	9BMXV03.054R	midsize car	6	16	25	19	4	no
BMW 535i	3	6	Auto-S6	4WD	Gasoline	FA	B5	Bin 5	9BMXV03.054R	midsize car	6	17	25	20	5	no
BMW 535i	3	6	Man-6	2WD	Gasoline	FA	B5	Bin 5	9BMXV03.054R	midsize car	6	17	26	20	5	no
BMW 535i	3	6	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9BMXV03.054R	midsize car	6	17	26	20	5	no
BMW 535i	3	6	Man-6	4WD	Gasoline	CA	L2	LEV-II LEV	9BMXV03.054R	midsize car	6	16	25	19	4	no
BMW 535i	3	6	Auto-S6	4WD	Gasoline	CA	L2	LEV-II LEV	9BMXV03.054R	midsize car	6	17	25	20	5	no
BMW 535i	3	6	Man-6	2WD	Gasoline	CA	L2	LEV-II LEV	9BMXV03.054R	midsize car	6	17	26	20	5	no
BMW 535i	3	6	Auto-S6	2WD	Gasoline	CA	L2	LEV-II LEV	9BMXV03.054R	midsize car	6	17	26	20	5	no
BMW 535i Sport Wagon	3	6	Man-6	4WD	Gasoline	FA	B5	Bin 5	9BMXV03.054R	station wagon	6	16	23	18	4	no
BMW 535i Sport Wagon	3	6	Auto-S6	4WD	Gasoline	FA	B5	Bin 5	9BMXV03.054R	station wagon	6	16	24	19	4	no
BMW 535i Sport Wagon	3	6	Man-6	4WD	Gasoline	CA	L2	LEV-II LEV	9BMXV03.054R	station wagon	6	16	23	18	4	no
BMW 535i Sport Wagon	3	6	Auto-S6	4WD	Gasoline	CA	L2	LEV-II LEV	9BMXV03.054R	station wagon	6	16	24	19	4	no
BMW 550i	4.8	8	Man-6	2WD	Gasoline	CA	U2	LEV-II ULEV	9BMXV04.8UL2	midsize car	7	15	22	18	4	no
BMW 550i	4.8	8	Auto-S6	2WD	Gasoline	CA	U2	LEV-II ULEV	9BMXV04.8UL2	midsize car	7	15	23	18	4	no
BMW 550i	4.8	8	Man-6	2WD	Gasoline	FA	B5	Bin 5	9BMXV04.8UL2	midsize car	6	15	22	18	4	no
BMW 550i	4.8	8	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9BMXV04.8UL2	midsize car	6	15	23	18	4	no
BMW 650ci	4.8	8	Man-6	2WD	Gasoline	CA	U2	LEV-II ULEV	9BMXV04.8UL2	small car	7	15	22	18	4	no
BMW 650ci	4.8	8	Auto-S6	2WD	Gasoline	CA	U2	LEV-II ULEV	9BMXV04.8UL2	small car	7	15	23	18	4	no
BMW 650ci	4.8	8	Man-6	2WD	Gasoline	FA	B5	Bin 5	9BMXV04.8UL2	small car	6	15	22	18	4	no
BMW 650ci	4.8	8	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9BMXV04.8UL2	small car	6	15	23	18	4	no
BMW 650ci Convertible	4.8	8	Man-6	2WD	Gasoline	CA	U2	LEV-II ULEV	9BMXV04.8UL2	small car	7	14	21	16	3	no
BMW 650ci Convertible	4.8	8	Auto-S6	2WD	Gasoline	CA	U2	LEV-II ULEV	9BMXV04.8UL2	small car	7	15	23	18	4	no
BMW 650ci Convertible	4.8	8	Man-6	2WD	Gasoline	FA	B5	Bin 5	9BMXV04.8UL2	small car	6	14	21	16	3	no
BMW 650ci Convertible	4.8	8	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9BMXV04.8UL2	small car	6	15	23	18	4	no
BMW M3	4	8	Auto-S7	2WD	Gasoline	FA	B5	Bin 5	9BMXV04.0S65	small car	6	14	20	16	3	no
BMW M3	4	8	Man-6	2WD	Gasoline	FA	B5	Bin 5	9BMXV04.0S65	small car	6	14	20	16	3	no
BMW M3	4	8	Auto-S7	2WD	Gasoline	CA	L2	LEV-II LEV	9BMXV04.0S65	small car	6	14	20	16	3	no
BMW M3	4	8	Man-6	2WD	Gasoline	CA	L2	LEV-II LEV	9BMXV04.0S65	small car	6	14	20	16	3	no
BMW M3 Convertible	4	8	Man-6	2WD	Gasoline	FA	B5	Bin 5	9BMXV04.0S65	small car	6	13	20	16	3	no
BMW M3 Convertible	4	8	Auto-S7	2WD	Gasoline	FA	B5	Bin 5	9BMXV04.0S65	small car	6	14	20	16	3	no
BMW M3 Convertible	4	8	Man-6	2WD	Gasoline	CA	L2	LEV-II LEV	9BMXV04.0S65	small car	6	13	20	16	3	no
BMW M3 Convertible	4	8	Auto-S7	2WD	Gasoline	CA	L2	LEV-II LEV	9BMXV04.0S65	small car	6	14	20	16	3	no
BMW M3 Coupe	4	8	Auto-S7	2WD	Gasoline	FA	B5	Bin 5	9BMXV04.0S65	small car	6	14	20	16	3	no
BMW M3 Coupe	4	8	Man-6	2WD	Gasoline	FA	B5	Bin 5	9BMXV04.0S65	small car	6	14	20	16	3	no
BMW M3 Coupe	4	8	Auto-S7	2WD	Gasoline	CA	L2	LEV-II LEV	9BMXV04.0S65	small car	6	14	20	16	3	no
BMW M3 Coupe	4	8	Man-6	2WD	Gasoline	CA	L2	LEV-II LEV	9BMXV04.0S65	small car	6	14	20	16	3	no
BMW M5	5	10	Man-6	2WD	Gasoline	FA	B5	Bin 5	9BMXV05.0S85	midsize car	6	11	17	13	0	no
BMW M5	5	10	Auto-S7	2WD	Gasoline	FA	B5	Bin 5	9BMXV05.0S85	midsize car	6	11	17	13	0	no
BMW M5	5	10	Man-6	2WD	Gasoline	CA	L2	LEV-II LEV	9BMXV05.0S85	midsize car	6	11	17	13	0	no
BMW M5	5	10	Auto-S7	2WD	Gasoline	CA	L2	LEV-II LEV	9BMXV05.0S85	midsize car	6	11	17	13	0	no
BMW M6	5	10	Man-6	2WD	Gasoline	FA	B5	Bin 5	9BMXV05.0S85	small car	6	11	17	13	0	no
BMW M6	5	10	Auto-S7	2WD	Gasoline	FA	B5	Bin 5	9BMXV05.0S85	small car	6	11	17	13	0	no
BMW M6	5	10	Man-6	2WD	Gasoline	CA	L2	LEV-II LEV	9BMXV05.0S85	small car	6	11	17	13	0	no
BMW M6	5	10	Auto-S7	2WD	Gasoline	CA	L2	LEV-II LEV	9BMXV05.0S85	small car	6	11	17	13	0	no
BMW M6 Convertible	5	10	Man-6	2WD	Gasoline	FA	B5	Bin 5	9BMXV05.0S85	small car	6	11	17	13	0	no
BMW M6 Convertible	5	10	Auto-S7	2WD	Gasoline	FA	B5	Bin 5	9BMXV05.0S85	small car	6	11	17	13	0	no
BMW M6 Convertible	5	10	Man-6	2WD	Gasoline	CA	L2	LEV-II LEV	9BMXV05.0S85	small car	6	11	17	13	0	no
BMW M6 Convertible	5	10	Auto-S7	2WD	Gasoline	CA	L2	LEV-II LEV	9BMXV05.0S85	small car	6	11	17	13	0	no
BMW X3	3	6	Man-6	4WD	Gasoline	CA	U2	LEV-II ULEV	9BMXB03.0N5R	SUV	7	16	23	19	4	no
BMW X3	3	6	Auto-S6	4WD	Gasoline	CA	U2	LEV-II ULEV	9BMXB03.0N5R	SUV	7	17	24	20	5	no
BMW X3	3	6	Man-6	4WD	Gasoline	FA	B5	Bin 5	9BMXB03.0N5R	SUV	6	16	23	19	4	no
BMW X3	3	6	Auto-S6	4WD	Gasoline	FA	B5	Bin 5	9BMXB03.0N5R	SUV	6	17	24	20	5	no
BMW X5	3	6	Auto-S6	4WD	Gasoline	CA	U2	LEV-II ULEV	9BMXT03.0E70	SUV	7	15	21	18	4	no
BMW X5	4.8	8	Auto-S6	4WD	Gasoline	CA	U2	LEV-II ULEV	9BMXT04.8E70	SUV	7	14	19	16	3	no
BMW X5	3		Auto-S6	4WD	diesel	FA	B5	Bin 5	9BMXT03.0M57	SUV	6	N/A	N/A	N/A	N/A	no
BMW X5	3	6	Auto-S6	4WD	Gasoline	FA	B5	Bin 5	9BMXT03.0E70	SUV	6	15	21	18	4	no
BMW X5	3		Auto-S6	4WD	diesel	CA	L2	LEV-II LEV	9BMXT03.0M57	SUV	6	N/A	N/A	N/A	N/A	no
BMW X5	4.8	8	Auto-S6	4WD	Gasoline	FA	B5	Bin 5	9BMXT04.8E70	SUV	6	14	19	16	3	no
BMW X6	4.4	8	Auto-S6	4WD	Gasoline	CA	U2	LEV-II ULEV	9BMXT04.4E71	SUV	7	12	18	15	2	no
BMW X6	3	6	Auto-S6	4WD	Gasoline	FA	B5	Bin 5	9BMXT03.0E7R	SUV	6	15	20	17	3	no
BMW X6	3	6	Auto-S6	4WD	Gasoline	CA	L2	LEV-II LEV	9BMXT03.0E7R	SUV	6	15	20	17	3	no
BMW X6	4.4	8	Auto-S6	4WD	Gasoline	FA	B5	Bin 5	9BMXT04.4E71	SUV	6	12	18	15	2	no
BUICK Allure	3.8	6	Auto-L4	2WD	Gasoline	CA	S2	LEV-II SULEV	9GMXV03.8044	midsize car	9.5	17	28	21	5	no
BUICK Allure	3.8	6	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9GMXV03.8047	midsize car	6	17	28	21	5	no
BUICK Allure	3.8	6	Auto-L4	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV03.8047	midsize car	6	17	28	21	5	no
BUICK Allure	5.3	8	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9GMXV05.3084	midsize car	6	16	24	19	4	no
BUICK Allure	5.3	8	Auto-L4	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV05.3084	midsize car	6	16	24	19	4	no
BUICK Enclave	3.6	6	Auto-L6	2WD	Gasoline	CA	U2	LEV-II ULEV	9GMXT03.6151	SUV	7	17	24	19	4	no
BUICK Enclave	3.6	6	Auto-L6	4WD	Gasoline	CA	U2	LEV-II ULEV	9GMXT03.6151	SUV	7	16	22	18	4	no
BUICK Enclave	3.6	6	Auto-L6	2WD	Gasoline	FA	B5	Bin 5	9GMXT03.6151	SUV	6	17	24	19	4	no
BUICK Enclave	3.6	6	Auto-L6	4WD	Gasoline	FA	B5	Bin 5	9GMXT03.6151	SUV	6	16	22	18	4	no
BUICK LaCrosse	3.8	6	Auto-L4	2WD	Gasoline	CA	S2	LEV-II SULEV	9GMXV03.8044	midsize car	9.5	17	28	21	5	no
BUICK LaCrosse	3.8	6	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9GMXV03.8047	midsize car	6	17	28	21	5	no
BUICK LaCrosse	3.8	6	Auto-L4	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV03.8047	midsize car	6	17	28	21	5	no
BUICK LaCrosse	5.3	8	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9GMXV05.3084	midsize car	6	16	24	19	4	no
BUICK LaCrosse	5.3	8	Auto-L4	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV05.3084	midsize car	6	16	24	19	4	no
BUICK Lucerne	3.9	6	Auto-L4	2WD	Gasoline	CA	S2	LEV-II SULEV	9GMXV03.9048	large car	9.5	17	26	20	5	no
BUICK Lucerne	3.9	6	Auto-L4	2WD	ethanol/gas	FC	B4	Bin 4	9GMXV03.9055	large car	7/7	13/17	20/26	15/21	5/5	yes
BUICK Lucerne	4.6	8	Auto-L4	2WD	Gasoline	FC	B4	Bin 4	9GMXV04.6066	large car	7	15	22	18	4	no
BUICK Lucerne	3.9	6	Auto-L4	2WD	ethanol/gas	FA	B5	Bin 5	9GMXV03.9054	large car	6/6	13/17	20/26	15/21	5/5	yes
BUICK Lucerne	3.9	6	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9GMXV03.9048	large car	6	17	26	20	5	no
BUICK Lucerne	4.6	8	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9GMXV04.6065	large car	6	15	22	18	4	no
CADILLAC CTS	3.6	6	Man-6	2WD	Gasoline	FA	B5	Bin 5	9GMXV03.6053	midsize car	6	16	25	19	4	no
CADILLAC CTS	3.6	6	Man-6	2WD	Gasoline	FA	B5	Bin 5	9GMXJ03.9148	midsize car	6	16	25	19	4	no
CADILLAC CTS	3.6	6	Auto-S6	4WD	Gasoline	FA	B5	Bin 5	9GMXJ03.9148	midsize car	6	17	25	20	5	no
CADILLAC CTS	3.6	6	Auto-S6	4WD	Gasoline	FA	B5	Bin 5	9GMXV03.6053	midsize car	6	17	26	20	5	no
CADILLAC CTS	3.6	6	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9GMXV03.6053	midsize car	6	17	26	20	5	no
CADILLAC CTS	3.6	6	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9GMXJ03.9148	midsize car	6	18	26	21	5	no
CADILLAC CTS	3.6	6	Man-6	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV03.6053	midsize car	6	16	25	19	4	no
CADILLAC CTS	3.6	6	Man-6	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXJ03.9148	midsize car	6	16	25	19	4	no
CADILLAC CTS	3.6	6	Auto-S6	4WD	Gasoline	CA	L2	LEV-II LEV	9GMXJ03.9148	midsize car	6	17	25	20	5	no
CADILLAC CTS	3.6	6	Auto-S6	4WD	Gasoline	CA	L2	LEV-II LEV	9GMXV03.6053	midsize car	6	17	26	20	5	no
CADILLAC CTS	3.6	6	Auto-S6	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV03.6053	midsize car	6	17	26	20	5	no
CADILLAC CTS	3.6	6	Auto-S6	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXJ03.9148	midsize car	6	18	26	21	5	no
CADILLAC DTS	4.6	8	Auto-L4	2WD	Gasoline	FC	B4	Bin 4	9GMXV04.6066	large car	7	15	22	18	4	no
CADILLAC DTS	4.6	8	Auto-L4	2WD	Gasoline	FC	B4	Bin 4	9GMXV04.6066	large car	7	15	23	18	4	no
CADILLAC DTS	4.6	8	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9GMXV04.6065	large car	6	15	22	18	4	no
CADILLAC DTS	4.6	8	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9GMXV04.6065	large car	6	15	23	18	4	no
CADILLAC Escalade	6.2	8	Auto-L6	2WD	ethanol/gas	FC	B4	Bin 4	9GMXT06.2374	SUV	7/7	10/12	14/19	11/15	2/2	no
CADILLAC Escalade	6.2	8	Auto-L6	4WD	ethanol/gas	FC	B4	Bin 4	9GMXT06.2374	SUV	7/7	9/12	14/19	11/14	2/1	no
CADILLAC Escalade	6.2	8	Auto-L6	2WD	ethanol/gas	FA	B5	Bin 5	9GMXT06.2375	SUV	6/6	10/12	14/19	11/15	2/2	no
CADILLAC Escalade	6.2	8	Auto-L6	4WD	ethanol/gas	FA	B5	Bin 5	9GMXT06.2375	SUV	6/6	9/12	14/19	11/14	2/1	no
CADILLAC Escalade ESV	6.2	8	Auto-L6	2WD	ethanol/gas	FC	B4	Bin 4	9GMXT06.2374	SUV	7/7	10/12	14/19	11/15	2/2	no
CADILLAC Escalade ESV	6.2	8	Auto-L6	2WD	ethanol/gas	FA	B5	Bin 5	9GMXT06.2375	SUV	6/6	10/12	14/19	11/15	2/2	no
CADILLAC Escalade Hybrid	6	8	Auto-AV	2WD	Gasoline	FA	B5	Bin 5	9GMXT06.0392	SUV	6	20	21	20	5	no
CADILLAC Escalade Hybrid	6	8	Auto-AV	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXT06.0392	SUV	6	20	21	20	5	no
CADILLAC Limousine	4.6	8	Auto-L4	2WD	Gasoline	FC	B4	Bin 4	9GMXV04.6066	large car	7	12	18	14	1	no
CADILLAC Limousine	4.6	8	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9GMXV04.6065	large car	6	12	18	14	1	no
CADILLAC SRX	3.6	6	Auto-S5	2WD	Gasoline	FA	B5	Bin 5	9GMXJ03.9148	SUV	6	15	23	18	4	no
CADILLAC SRX	3.6	6	Auto-S5	4WD	Gasoline	FA	B5	Bin 5	9GMXJ03.9148	SUV	6	14	22	17	3	no
CADILLAC SRX	3.6	6	Auto-S5	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXJ03.9148	SUV	6	15	23	18	4	no
CADILLAC SRX	3.6	6	Auto-S5	4WD	Gasoline	CA	L2	LEV-II LEV	9GMXJ03.9148	SUV	6	14	22	17	3	no
CADILLAC SRX	4.6	8	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9GMXJ04.6167	SUV	6	13	20	16	3	no
CADILLAC SRX	4.6	8	Auto-S6	4WD	Gasoline	FA	B5	Bin 5	9GMXJ04.6167	SUV	6	13	20	15	2	no
CADILLAC SRX	4.6	8	Auto-S6	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXJ04.6167	SUV	6	13	20	16	3	no
CADILLAC SRX	4.6	8	Auto-S6	4WD	Gasoline	CA	L2	LEV-II LEV	9GMXJ04.6167	SUV	6	13	20	15	2	no
CADILLAC STS	3.6	6	Auto-S6	4WD	Gasoline	FA	B5	Bin 5	9GMXV03.6053	midsize car	6	17	26	20	5	no
CADILLAC STS	3.6	6	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9GMXV03.6053	midsize car	6	17	26	20	5	no
CADILLAC STS	3.6	6	Auto-S6	4WD	Gasoline	CA	L2	LEV-II LEV	9GMXV03.6053	midsize car	6	17	26	20	5	no
CADILLAC STS	3.6	6	Auto-S6	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV03.6053	midsize car	6	17	26	20	5	no
CADILLAC STS	4.4	8	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9GMXJ04.6167	midsize car	6	13	19	15	2	no
CADILLAC STS	4.4	8	Auto-S6	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXJ04.6167	midsize car	6	13	19	15	2	no
CADILLAC STS	4.6	8	Auto-S6	4WD	Gasoline	FA	B5	Bin 5	9GMXJ04.6167	midsize car	6	15	22	17	3	no
CADILLAC STS	4.6	8	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9GMXJ04.6167	midsize car	6	15	24	18	4	no
CADILLAC STS	4.6	8	Auto-S6	4WD	Gasoline	CA	L2	LEV-II LEV	9GMXJ04.6167	midsize car	6	15	22	17	3	no
CADILLAC STS	4.6	8	Auto-S6	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXJ04.6167	midsize car	6	15	24	18	4	no
CADILLAC XLR	4.4	8	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9GMXJ04.6167	small car	6	14	23	17	3	no
CADILLAC XLR	4.4	8	Auto-S6	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXJ04.6167	small car	6	14	23	17	3	no
CADILLAC XLR	4.6	8	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9GMXJ04.6167	small car	6	15	24	18	4	no
CADILLAC XLR	4.6	8	Auto-S6	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXJ04.6167	small car	6	15	24	18	4	no
CHEVROLET Avalanche 1500	5.3	8	Auto-L6	2WD	ethanol/gas	FC	B4	Bin 4	9GMXT05.3381	SUV	7/7	10/14	15/20	12/16	3/3	no
CHEVROLET Avalanche 1500	5.3	8	Auto-L6	2WD	Gasoline	FC	B4	Bin 4	9GMXT05.3380	SUV	7	14	20	16	3	no
CHEVROLET Avalanche 1500	5.3	8	Auto-L6	2WD	ethanol/gas	FA	B5	Bin 5	9GMXT05.3373	SUV	6/6	10/14	15/20	12/16	3/3	no
CHEVROLET Avalanche 1500	5.3	8	Auto-L6	2WD	Gasoline	FA	B5	Bin 5	9GMXT05.3384	SUV	6	14	20	16	3	no
CHEVROLET Avalanche 1500	6	8	Auto-L6	2WD	Gasoline	FA	B5	Bin 5	9GMXT06.0382	SUV	6	14	19	16	3	no
CHEVROLET Avalanche 1500	6	8	Auto-L6	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXT06.0382	SUV	6	14	19	16	3	no
CHEVROLET Aveo	1.6	4	Auto-L4	2WD	Gasoline	FC	B4	Bin 4	9GDXV01.6004	small car	7	25	34	28	8	yes
CHEVROLET Aveo	1.6	4	Man-5	2WD	Gasoline	FC	B4	Bin 4	9GDXV01.6004	small car	7	27	34	30	8	yes
CHEVROLET Aveo	1.6	4	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9GDXV01.6005	small car	6	25	34	28	8	yes
CHEVROLET Aveo	1.6	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9GDXV01.6005	small car	6	27	34	30	8	yes
CHEVROLET Aveo 5	1.6	4	Auto-L4	2WD	Gasoline	FC	B4	Bin 4	9GDXV01.6004	small car	7	25	34	28	8	yes
CHEVROLET Aveo 5	1.6	4	Man-5	2WD	Gasoline	FC	B4	Bin 4	9GDXV01.6004	small car	7	27	34	30	8	yes
CHEVROLET Aveo 5	1.6	4	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9GDXV01.6005	small car	6	25	34	28	8	yes
CHEVROLET Aveo 5	1.6	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9GDXV01.6005	small car	6	27	34	30	8	yes
CHEVROLET Cobalt	2.2	4	Auto-L4	2WD	Gasoline	CA	S2	LEV-II SULEV	9GMXV02.2030	small car	9.5	24	33	27	7	yes
CHEVROLET Cobalt	2.2	4	Man-5	2WD	Gasoline	CA	S2	LEV-II SULEV	9GMXV02.2030	small car	9.5	25	35	29	8	yes
CHEVROLET Cobalt	2	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9GMXV02.0021	small car	6	22	30	25	7	yes
CHEVROLET Cobalt	2	4	Man-5	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.0021	small car	6	22	30	25	7	yes
CHEVROLET Cobalt	2.2	4	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9GMXV02.2030	small car	6	24	33	27	7	yes
CHEVROLET Cobalt	2.2	4	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9GMXV02.4027	small car	6	24	33	27	7	yes
CHEVROLET Cobalt	2.2	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9GMXV02.2030	small car	6	25	35	29	8	yes
CHEVROLET Cobalt	2.2	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9GMXV02.4027	small car	6	25	35	29	8	yes
CHEVROLET Cobalt	2.2	4	Auto-L4	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.4027	small car	6	24	33	27	7	yes
CHEVROLET Cobalt	2.2	4	Man-5	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.4027	small car	6	25	35	29	8	yes
CHEVROLET Cobalt XFE	2.2	4	Man-5	2WD	Gasoline	CA	S2	LEV-II SULEV	9GMXV02.2030	small car	9.5	25	37	30	8	yes
CHEVROLET Cobalt XFE	2.2	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9GMXV02.2030	small car	6	25	37	30	8	yes
CHEVROLET Cobalt XFE	2.2	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9GMXV02.4027	small car	6	25	37	30	8	yes
CHEVROLET Cobalt XFE	2.2	4	Man-5	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.4027	small car	6	25	37	30	8	yes
CHEVROLET Colorado	2.9	4	Auto-L4	2WD	Gasoline	FC	B4	Bin 4	9GMXT02.9190	pickup	7	18	24	20	5	no
CHEVROLET Colorado	2.9	4	Auto-L4	2WD	Gasoline	FC	B4	Bin 4	9GMXT02.9190	pickup	7	18	24	20	5	no
CHEVROLET Colorado	2.9	4	Man-5	2WD	Gasoline	FC	B4	Bin 4	9GMXT02.9190	pickup	7	18	24	20	5	no
